Data,Taxa de câmbio - R$ / US$ - comercial - venda - fim período - R$ - Banco Central do Brasil- Boletim- Seção Balanço de Pagamentos (Bacen / Boletim / BP) - BM12_ERVF12,IPCA - geral - índice (dez. 1993 = 100) - - - Instituto Brasileiro de Geografia e Estatística- Sistema Nacional de Índices de Preços ao Consumidor (IBGE/SNIPC) - PRECOS12_IPCA12,
2014.01,2.4263,3836.37,
2014.02,2.3334,3862.84,
2014.03,2.263,3898.38,
2014.04,2.236,3924.5,
2014.05,2.239,3942.55,
2014.06,2.2025,3958.32,
2014.07,2.2674,3958.72,
2014.08,2.2396,3968.62,
2014.09,2.451,3991.24,
2014.10,2.4442,4008,
2014.11,2.5601,4028.44,
2014.12,2.6562,4059.86,
2015.01,2.6623,4110.2,
2015.02,2.8782,4160.34,
2015.03,3.208,4215.26,
2015.04,2.9936,4245.19,
2015.05,3.1788,4276.6,
2015.06,3.1026,4310.39,
2015.07,3.394,4337.11,
2015.08,3.6467,4346.65,
2015.09,3.9729,4370.12,
2015.10,3.8589,4405.95,
2015.11,3.8506,4450.45,
2015.12,3.9048,4493.17,
2016.01,4.0428,4550.23,
2016.02,3.9796,4591.18,
2016.03,3.5589,4610.92,
2016.04,3.4508,4639.05,
2016.05,3.5951,4675.23,
2016.06,3.2098,4691.59,
2016.07,3.239,4715.99,
2016.08,3.2403,4736.74,
2016.09,3.2462,4740.53,
2016.10,3.1811,4752.86,
2016.11,3.3967,4761.42,
2016.12,3.2591,4775.7,
2017.01,3.127,4793.85,
2017.02,3.0993,4809.67,
2017.03,3.1684,4821.69,
2017.04,3.1984,4828.44,
2017.05,3.2437,4843.41,
2017.06,3.3082,4832.27,
2017.07,3.1307,4843.87,
2017.08,3.1471,4853.07,
2017.09,3.168,4860.83,
2017.10,3.2769,4881.25,
2017.11,3.2616,4894.92,
2017.12,3.308,4916.46,
2018.01,3.1624,4930.72,
2018.02,3.2449,4946.5,
2018.03,3.3238,4950.95,
2018.04,3.4811,4961.84,
2018.05,3.737,4981.69,
2018.06,3.8558,5044.46,
2018.07,3.7549,5061.11,
2018.08,4.1353,5056.56,
2018.09,4.0039,5080.83,
2018.10,3.7177,5103.69,
2018.11,3.8633,5092.97,
2018.12,3.8748,5100.61,
2019.01,3.6519,5116.93,
2019.02,3.7385,5138.93,
2019.03,3.8967,5177.47,
2019.04,3.9453,5206.98,
2019.05,3.9407,5213.75,
2019.06,3.8322,5214.27,
2019.07,3.7649,5224.18,
2019.08,4.1385,5229.93,
2019.09,4.1644,5227.84,
2019.10,4.0041,5233.07,
2019.11,4.224,5259.76,
2019.12,4.0307,5320.25,
2020.01,4.2695,5331.42,
2020.02,4.4987,5344.75,
2020.03,5.1987,5348.49,
2020.04,5.427,5331.91,
2020.05,5.4263,5311.65,
2020.06,5.476,5325.46,
2020.07,5.2033,5344.63,
2020.08,5.4713,5357.46,
2020.09,5.6407,5391.75,
2020.10,5.7718,5438.12,
2020.11,5.3317,5486.52,
2020.12,5.1967,5560.59,
2021.01,5.4759,5574.49,
2021.02,5.5302,5622.43,
2021.03,5.6973,5674.72,
2021.04,5.4036,5692.31,
2021.05,5.2322,5739.56,
2021.06,5.0022,5769.98,
2021.07,5.1216,5825.37,
2021.08,5.1433,5876.05,
2021.09,5.4394,5944.21,
2021.10,5.643,6018.51,
2021.11,5.6199,6075.69,
2021.12,5.5805,6120.04,
2022.01,5.3574,6153.09,
